**** DÉBUT DU JOURNAL À Tue May  1 18:29:18 2007

mai 01 18:30:13 *	tiav est parti (Success)
jun 28 15:35:10 *	Vincent_-- (n=vincent@ANantes-156-1-149-21.w86-195.abo.wanadoo.fr) a rejoint #debian-fr
jun 28 15:36:54 *	Vincent_-- est parti (Client Quit)
jun 28 15:37:09 *	Thug|Spami (i=chatzill@dyn-91-168-243-238.ppp.tiscali.fr) a rejoint #debian-fr
jun 28 15:38:35 *	Vincent_-- (n=vincent@ANantes-156-1-149-21.w86-195.abo.wanadoo.fr) a rejoint #debian-fr
jun 28 15:42:19 *	lukas` est parti ("Lost terminal")
jun 28 15:46:38 *	mickey08 est parti (Read error: 110 (Connection timed out))
jun 28 15:49:25 *	arnaudJ est parti ("Ex-Chat")
jun 28 15:49:48 *	Vincent_-- est parti ()
jun 28 15:51:00 *	rage7 (n=nicolas@AAmiens-157-1-95-69.w86-208.abo.wanadoo.fr) a rejoint #debian-fr
jun 28 15:56:38 *	Vincent_-- (n=vincent@ANantes-156-1-149-21.w86-195.abo.wanadoo.fr) a rejoint #debian-fr
jun 28 15:57:56 *	keikoz est parti ("Leaving")
jun 28 15:59:47 *	Vincent_-- est parti (Client Quit)
jun 28 16:06:10 *	ticoli (n=ticoli@seb44-1-88-163-77-142.fbx.proxad.net) a rejoint #debian-fr
jun 28 16:17:12 *	ticoli est parti ("Leaving")
jun 28 16:17:32 *	lukas` (i=lucas@ARennes-351-1-50-44.w82-126.abo.wanadoo.fr) a rejoint #debian-fr
jun 28 16:27:18 *	mardi_soir (n=mardi_so@unaffiliated/mardisoir/x-034521) a rejoint #debian-fr
jun 28 16:41:48 *	mickey08 (n=michael@AReims-151-1-25-7.w83-192.abo.wanadoo.fr) a rejoint #debian-fr
jun 28 16:41:57 <mickey08>	re
jun 28 16:48:17 *	EtAlors (n=bad@gob75-7-82-247-115-200.fbx.proxad.net) a rejoint #debian-fr
jun 28 16:48:26 *	EtAlors est parti (Client Quit)
jun 28 16:51:47 *	Shisui est parti (Read error: 104 (Connection reset by peer))
jun 28 16:52:12 *	Shisui (n=chris@AAmiens-152-1-43-212.w83-198.abo.wanadoo.fr) a rejoint #debian-fr
jun 28 17:09:37 *	ThArGos (n=thargos@thargos.rdm-team.com) a rejoint #debian-fr
jun 28 17:28:42 *	Bardamiu (n=Bardamu@194.199.143.58) a rejoint #debian-fr
jun 28 17:28:51 <Bardamiu>	Sal ut
jun 28 17:28:59 *	Bardamiu s'appelle maintenant Bardamu
jun 28 17:31:53 *	kutio_ (n=kutio@162.84.252.100) a rejoint #debian-fr
jun 28 17:32:56 *	Yoda-BZH (n=yoda-bzh@solene.yoda-bzh.net) a rejoint #debian-fr
jun 28 17:38:24 *	acieroid (n=quentin@9.3-240-81.adsl-dyn.isp.belgacom.be) a rejoint #debian-fr
jun 28 17:38:37 *	Vincent_-- (n=vincent@ANantes-156-1-149-21.w86-195.abo.wanadoo.fr) a rejoint #debian-fr
jun 28 17:42:37 *	kutio_ est parti (Client Quit)
jun 28 17:46:21 *	rage7 est parti ("Quitte")
jun 28 17:53:04 *	kutio_ (n=kutio@162.84.252.100) a rejoint #debian-fr
jun 28 17:56:00 *	Vincent_-- est parti ()
jun 28 18:19:01 *	Bardamu est parti (Remote closed the connection)
jun 28 18:20:44 *	taffit (n=taffit@81.52.255.6) a rejoint #debian-fr
jun 28 18:29:45 *	ThArGos est parti ("Quitte")
jun 28 18:32:03 *	Koshie (n=cassy@log77-3-82-243-253-197.fbx.proxad.net) a rejoint #debian-fr
jun 28 18:32:09 <Koshie>	Salut à tous
jun 28 18:32:45 *	mardi_soir est parti ("Quitte")
jun 28 18:33:20 <Koshie>	Petite question, lorsque je lance un man, je peux avec entrée descendre, mais je n'arrive pas à remonter, j'essaie un tas de touche mais ça bip, quelqu'un peut-il m'aider s'il vous plaît?
jun 28 18:33:54 *	kutio_ est parti (Connection timed out)
jun 28 18:36:40 <Koshie>	Que je suis bête, j'ai qu'a lire le man du man :p
jun 28 18:36:48 <Koshie>	qu'à*
jun 28 18:40:41 *	Koshie n'a pas trouvé de solution dans le man :/
jun 28 18:42:49 *	acieroid est parti (Read error: 104 (Connection reset by peer))
jun 28 18:44:54 *	Vincent_-- (n=vincent@ANantes-156-1-149-21.w86-195.abo.wanadoo.fr) a rejoint #debian-fr
jun 28 18:54:39 <mickey08>	Koshie> matte le topic stp
jun 28 18:55:35 <Koshie>	Oups, désolé
jun 28 18:55:48 <Koshie>	Je me suis trompé, je crois que je voulais allé sur debianfr
jun 28 18:55:59 <Koshie>	@+ tous
jun 28 18:56:00 *	Koshie (n=cassy@log77-3-82-243-253-197.fbx.proxad.net) a quitté #debian-fr
jun 28 19:09:29 *	acieroid (n=quentin@53.13-240-81.adsl-dyn.isp.belgacom.be) a rejoint #debian-fr
jun 28 19:09:49 *	Vincent_-- est parti ()
jun 28 19:11:59 *	Vincent_-- (n=vincent@ANantes-156-1-149-21.w86-195.abo.wanadoo.fr) a rejoint #debian-fr
jun 28 19:14:04 *	Vincent_-- est parti (Client Quit)
jun 28 19:20:51 *	Vincent_-- (n=vincent@ANantes-156-1-149-21.w86-195.abo.wanadoo.fr) a rejoint #debian-fr
jun 28 19:23:00 *	Vincent_-- est parti (Remote closed the connection)
jun 28 19:31:47 *	emor3j (n=emor3j@APoitiers-259-1-114-4.w90-38.abo.wanadoo.fr) a rejoint #debian-fr
jun 28 19:32:06 <emor3j>	Salut
jun 28 19:33:15 *	Mr-Yann s'appelle maintenant Quelqu
jun 28 19:33:28 *	Quelqu s'appelle maintenant Quelquun
jun 28 19:33:53 *	Quelquun s'appelle maintenant MrYann
jun 28 19:36:24 *	gto (n=gto@ADijon-156-1-57-51.w90-39.abo.wanadoo.fr) a rejoint #debian-fr
jun 28 19:49:51 *	gto est parti (Remote closed the connection)
jun 28 19:55:51 *	taffit est parti (Read error: 110 (Connection timed out))
jun 28 19:57:02 *	pikapika (n=pikapika@mar75-8-88-164-227-147.fbx.proxad.net) a rejoint #debian-fr
jun 28 19:57:29 <pikapika>	:)
jun 28 19:57:45 *	taffit (n=taffit@81.52.255.6) a rejoint #debian-fr
jun 28 20:06:54 *	ticapix (n=ticapix@79.82.218.36) a rejoint #debian-fr
jun 28 20:06:59 <ticapix>	salutations
jun 28 20:07:15 <ticapix>	j'ai un petit pb d'install de packages
jun 28 20:07:41 <ticapix>	dpkg: error processing /var/cache/apt/archives/libavutil49_0.svn20080206-8_i386.deb (--unpack):
jun 28 20:07:41 <ticapix>	 trying to overwrite `/usr/lib/libavutil.so.49', which is also in package libavutilcvs49
jun 28 20:08:16 <ticapix>	donc le reste des maj plante aussi
jun 28 20:08:31 <ticapix>	je ne sais pas du tout comment palier a cette erreur
jun 28 20:14:35 <taffit>	c'est peut-être le problème des paquets officiels et multimedia qui portent le même nom ?
jun 28 20:15:03 <taffit>	Essaye de commenter debian-multimedia dans ton sources.list
jun 28 20:15:07 <pikapika>	c ptet pas l'bon endroit surtout
jun 28 20:15:13 <pikapika>	dehors les noobs
jun 28 20:15:18 <ticapix>	j'ai resolu le pb avec dpkg -i --force-overwrite
jun 28 20:15:34 <pikapika>	allez /topic la
jun 28 20:15:39 <pikapika>	lisez un peu
jun 28 20:16:24 <ticapix>	pikapika, ah oui j'avais oublie. je confond tjrs avec debianfr
jun 28 20:17:57 <pikapika>	et ouais
jun 28 20:26:17 <arnaud_>	need boobs
jun 28 20:26:36 <arnaud_>	'tain, mais pourquoi y'a autant de nicks de merde ici ?
jun 28 20:27:07 <Gniarf>	beed noobs
jun 28 20:30:35 <pikapika>	un /clear
jun 28 20:30:47 <pikapika>	users
jun 28 20:36:04 *	rage7 (n=nicolas@AAmiens-157-1-95-69.w86-208.abo.wanadoo.fr) a rejoint #debian-fr
jun 28 20:36:45 <pikapika>	en voila un nouveau pseudo alacon
jun 28 20:37:15 <Zic>	mon pseudo à la con préféré reste le tiens, pikapika
jun 28 20:37:39 <pikapika>	oui c'etait venu tres naturellement
jun 28 20:37:43 <pikapika>	un vrai succes
jun 28 20:39:26 <arnaud_>	Zic: t'es qui toi au fait ?
jun 28 20:39:29 <arnaud_>	t'as tes papiers ?
jun 28 20:39:32 <Gniarf>	un banni
jun 28 20:39:37 <Zic>	en exil
jun 28 20:40:42 <pikapika>	banni de ?
jun 28 20:41:54 *	[NikO] (n=nicolas@unaffiliated/nik0) a rejoint #debian-fr
jun 28 20:42:31 <[NikO]>	salut les mous
jun 28 20:43:12 <pikapika>	sortie des boutonneux
jun 28 20:44:29 <[NikO]>	pikapika c'est un manque de confiance sur l'utilisation du nick pipikaka ?
jun 28 20:45:58 <Zic>	ça m'étonnerait qu'un Pikachu fasse pipi/caca, de toute façon…
jun 28 20:46:39 <[NikO]>	ça defect comme toute les betes
jun 28 20:48:01 <Zic>	bah, peut-être que dans les nouveaux épisodes, Pikachu fait pipi et caca, mais ce n'était pas le cas avant
jun 28 20:48:34 <Gniarf>	maintenant Pikachu il utilise ubuntu
jun 28 20:48:35 <Gniarf>	ca explique
jun 28 20:49:08 <[NikO]>	ah, ils evoluent aussi ?
jun 28 20:49:26 <Zic>	bah ouais, après Debian, c'est l'évolution logique
jun 28 20:49:30 <Gniarf>	ouais, il devient plus con
jun 28 20:49:33 <Zic>	du moins, pour les Pokémon
jun 28 20:49:57 <Gniarf>	les poils tombent, les dents tombent, la queue tombe
jun 28 20:50:02 *	jaroug a le doigt sur la gachette
jun 28 20:50:05 <Gniarf>	ca devient un caillou jaune
jun 28 20:50:07 <pikapika>	"ca defect" lol
jun 28 20:50:17 <arnaud_>	LOLOLOLOLOL
jun 28 20:50:24 <pikapika>	putain d'illetrés
jun 28 20:50:27 <arnaud_>	bon, ça vous dérangerait de fermer vos gueules ?
jun 28 20:50:28 <[NikO]>	certains stagnent à la tektonic, faut dire que c'est difficile, et d'autre continue leurs evolutions,j'ai vu un documentaire la dessus
jun 28 20:50:39 <arnaud_>	[NikO]: t'es conscient que t'as un nick de merde ?
jun 28 20:50:46 <pikapika>	pire que le mien
jun 28 20:50:48 <pikapika>	c dire
jun 28 20:50:49 <[NikO]>	arnaud_, au moins j'ai une bonne connexion
jun 28 20:50:52 <arnaud_>	tu te prends pour un W4r|0rd2
jun 28 20:51:13 <arnaud_>	une bonne connexion ?
jun 28 20:51:13 <[NikO]>	faut dire que le arnaud tu aurais du mal à l'avoir ..
jun 28 20:51:19 <[NikO]>	le _
jun 28 20:51:26 <pikapika>	ah concours de bite en vue
jun 28 20:51:30 <arnaud_>	je ne vois pas le rapport
jun 28 20:51:49 <jaroug>	il dit que t'as une ptite bite
jun 28 20:51:50 <pikapika>	aucun
jun 28 20:51:51 <[NikO]>	c'est pas évident de se rappeler de sa precedente phrase
jun 28 20:51:59 <[NikO]>	j'en demande surement trop
jun 28 20:52:07 <pikapika>	tu sais pas basher
jun 28 20:52:08 <arnaud_>	t'es surtout pas très cohérent
jun 28 20:52:11 <pikapika>	ferme ta gueule
jun 28 20:52:14 <pikapika>	kthx
jun 28 20:52:19 <[NikO]>	wow
jun 28 20:52:30 <pikapika>	je ne joue pas non
jun 28 20:52:50 <[NikO]>	t as raison les cours de rattrapage c'est plus important
jun 28 20:53:01 <pikapika>	ca a fini par faire tilt
jun 28 20:53:06 <arnaud_>	bon, tiens, je vais juste faire un truc par pur evengeance d'il y a quelques mois
jun 28 20:53:22 *	arnaud_ a expulsé [NikO] de #debian-fr (tes problèmes existentiels tu te les gardes et tu vas faire chier ailleurs)
jun 28 20:53:29 <arnaud_>	kassedédi boutoumou-fr
jun 28 20:53:52 <pikapika>	ah un visiteur d'une autredimension
jun 28 20:54:11 <arnaud_>	bah il m'a kické de boutoumou fr alors que j'avais même pas tenu de propos radicaux
jun 28 20:54:17 <jaroug>	; ;
jun 28 20:54:18 <Gniarf>	ce sale juif
jun 28 20:54:23 <arnaud_>	krrkrr
jun 28 20:54:24 <pikapika>	ya zmanu dans le genre
jun 28 20:54:26 <jaroug>	huhuy
jun 28 20:54:27 <arnaud_>	glasman powered ?
jun 28 20:54:34 <pikapika>	gazman
jun 28 20:54:37 <arnaud_>	s'pareil
jun 28 20:54:39 <Gniarf>	d'ailleurs https://wiki.ubuntu.com/CoevoetNicolas
jun 28 20:54:42 <Zic>	Gniarf: tu n'es pas juif ?
jun 28 20:54:47 <Zic>	j'y croyais dur comme fer :(
jun 28 20:55:01 <Gniarf>	T'AS UN PROBLEME AVEC LES NON-JUIFS ?
jun 28 20:55:03 <pikapika>	arnaud_: c plus pertinent quand quand on parle d'israelites
jun 28 20:55:17 <Zic>	Gniarf: non, je suis juste déçu :)
jun 28 20:55:23 <Gniarf>	UTF-8 !
jun 28 20:55:57 <Zic>	mais je suis en UTF-8, tu dois utiliser un client à la con :)
jun 28 20:56:11 <pikapika>	il utilise ii
jun 28 20:56:15 <arnaud_>	putain
jun 28 20:56:18 <Zic>	bon, à table
jun 28 20:56:21 <arnaud_>	mais vous allez fermer vos darones ?
jun 28 20:56:23 <Zic>	pikassez bien :)
jun 28 20:56:32 *	arnaud_ a expulsé Zic de #debian-fr (ouais allez, retourne bouffer ta merde dans ta tombe)
jun 28 20:56:40 <Gniarf>	tssk tssk
jun 28 20:56:46 <Gniarf>	bien
jun 28 20:56:47 <jaroug>	one point
jun 28 20:56:53 <pikapika>	:)
jun 28 20:56:58 <Gniarf>	le ducon d'avant semblait un marseillais
jun 28 20:57:03 <Gniarf>	donc un voisin
jun 28 20:57:10 <arnaud_>	après j'ai l'impression que y'a des trucs intelligents qui sont dits ici
jun 28 20:57:18 <arnaud_>	faut pas me faire des faux espoirs
jun 28 20:57:19 <Gniarf>	oui voila
jun 28 20:57:21 <Gniarf>	alors que bon
jun 28 20:57:25 <jaroug>	va chier dans sa boite au lettre
jun 28 20:57:32 <Gniarf>	GLOIRE ! GLOIRE AU SORCIER GLOUTON !
jun 28 20:58:15 <pikapika>	un marseillais ? probablement un arabe alors
jun 28 20:58:43 <jaroug>	marseille n'est plus en france depuis longtemps
jun 28 20:59:05 <jaroug>	breaaaaaakiiiiiiing the giiiiiiirlllll
jun 28 20:59:07 <jaroug>	pardon
jun 28 20:59:27 <Gniarf>	NO U
jun 28 20:59:32 <Gniarf>	tiens, bonne idée
jun 28 21:00:03 <Gniarf>	chier dans une capote, c'est plus facile à poster
jun 28 21:00:23 <jaroug>	pas faux
jun 28 21:03:29 <arnaud_>	dans une enveloppe à bulles aussi
jun 28 21:03:33 -NickServ-	T0mTom!i=tom@crb44-3-82-235-63-125.fbx.proxad.net has just authenticated as you (TomT0m)
jun 28 21:03:34 *	T0mTom (i=tom@crb44-3-82-235-63-125.fbx.proxad.net) a rejoint #debian-fr
**** DÉBUT DU JOURNAL À Sat Jun 28 21:03:34 2008

jun 28 21:03:34 *	Vous parlez maintenant sur #debian-fr
jun 28 21:03:34 *	Le sujet de #debian-fr est : le canal officiel francophone de support pour GNU/Debian est #debian-fr sur OFTC (irc.oftc.net). ce n'est pas ici. FOUTEZ LE CAMP.
jun 28 21:03:34 *	Sujet de #debian-fr défini par arachne le Fri Jun 13 11:57:56 2008
jun 28 21:03:34 *	#debian-fr :http://www.debian.org/index.fr.html
jun 28 21:03:35 <arnaud_>	comme ça ça protège des chocs
jun 28 21:03:35 <arnaud_>	comme ça ça protège des chocs
**** FIN DU JOURNAL À Sat Jun 28 21:03:38 2008

jun 28 21:03:41 *	T0mTom est parti (Client Quit)
jun 28 21:04:12 <Gniarf>	ah non mais tu postes directement
jun 28 21:06:18 <pikapika>	dur a viser dans la capote, un bon vieux sac de superette c nickel
jun 28 21:06:31 <pikapika>	testé et approuvé lors d'une panne de broyeur
jun 28 21:07:33 <Gniarf>	c'est ta mère le broyeur
jun 28 21:07:47 <pikapika>	non sinon yaurait pas eu de panne
jun 28 21:12:12 *	Zic (n=zic@ubuntu/member/zic) a rejoint #debian-fr
jun 28 21:15:02 <jaroug>	PUTAIN IL EST MEMBER
jun 28 21:15:11 <Gniarf>	ouais
jun 28 21:15:21 <Gniarf>	comme le club mickey, tu vois
jun 28 21:15:36 <jaroug>	mickey parade toussa
jun 28 21:15:38 <jaroug>	je vois
jun 28 21:18:17 <pikapika>	Zic: t'as fini de manger tes morts ?
jun 28 21:18:24 <Zic>	tout à fait
jun 28 21:18:30 <Zic>	par la racine, tout ça…
jun 28 21:19:09 <pikapika>	tu es né vegetal ?
jun 28 21:19:28 *	[NikO] (n=nicolas@unaffiliated/nik0) a rejoint #debian-fr
jun 28 21:19:31 <Zic>	non, je mange des morts :)
jun 28 21:19:42 <Zic>	je partage leur nourriture
jun 28 21:19:45 <Zic>	racines de pissenlit, etc…
jun 28 21:19:54 <[NikO]>	tu manges les restes aussi
jun 28 21:20:57 <pikapika>	vous avez l'air a peu pres aussi vif d'esprit que des trépassés trépanés
jun 28 21:21:37 <[NikO]>	oula, on sent qu'il y a eu de la recherche google derriere cette phrase
jun 28 21:21:40 <Zic>	on attend l'air du Web 10.0 pour naître en fait
jun 28 21:21:46 <Zic>	l'ère*
jun 28 21:21:59 <Zic>	avec du Java 17 inside
jun 28 21:22:08 <Zic>	s/Java/Flash/
jun 28 21:22:11 <[NikO]>	:p
jun 28 21:23:21 <pikapika>	de la recherche google ?
jun 28 21:23:32 <pikapika>	tu as vu un mot compliqué quelque part ?
jun 28 21:23:41 <pikapika>	ou tu cherches tes vannes sur bash-fr
jun 28 21:23:55 <[NikO]>	oula, non, je me renseigne sur toi sur vdm
jun 28 21:24:46 <Gniarf>	qu'ils sont mignons
jun 28 21:24:49 <Zic>	bah la première en recherchant pikapika, c'est quand même « Aujourd'hui mon meilleur pote, passé chez moi à l'improviste, a fouillé dans mon ordinateur et découvert ma collection de vidéos cochonnes. Il ne savait pas que j'étais gay. VDM »
jun 28 21:25:01 <Gniarf>	la racaille de #ubuntu-fr qui se sent pousser des poils
jun 28 21:25:21 <pikapika>	et croit avoir de l'humour et pouvoir etre mechant
jun 28 21:25:31 <Gniarf>	"croit".
jun 28 21:25:52 <pikapika>	aimerait pouvoir
jun 28 21:25:58 <Zic>	non mais, c'est le pays des bisounours, personne n'est méchant chez Debian
jun 28 21:26:05 <pikapika>	Zic: t'aimes pas les pds ?
jun 28 21:26:08 <Zic>	s/Debian/#debian-fr/
jun 28 21:26:27 <Zic>	pikapika: mais j'aime tout le monde moi <3, n'ai-je pas dis que ce monde était merveilleux ?
jun 28 21:26:37 <pikapika>	Zic: visiblement tu es homophobe
jun 28 21:26:48 <pikapika>	tu es peut etre antisémite aussi
jun 28 21:26:50 <[NikO]>	j'aime bien le mot racaille, ça à une connotation tres particuliere en ses temps de sarkozisme
jun 28 21:26:52 <Zic>	peut-être, mais bons, tous les bisounours sont gay, c'est comme les télétebies
jun 28 21:27:19 <pikapika>	il faut donc tous les tuer ?
jun 28 21:27:41 <Zic>	tous, jusqu'au dernier
jun 28 21:27:57 <Zic>	(les bisounours)
jun 28 21:28:14 <pikapika>	non non dis le que tu parlais des juifs
jun 28 21:28:26 <[NikO]>	oh godwin
jun 28 21:28:28 <Zic>	peut-être, je ne sais plus, c'est possible
jun 28 21:28:32 <[NikO]>	tellement prévisible
jun 28 21:28:45 <Zic>	non mais, ça compte pas les godwin ici :)
jun 28 21:28:57 <Zic>	le compteur de godwin a segfault
jun 28 21:29:04 *	Shisui est parti ("Quitte")
jun 28 21:29:05 <[NikO]>	tu m'etonnes
jun 28 21:29:28 <[NikO]>	il devait etre basé sur l'entropie debian
jun 28 21:29:49 <pikapika>	la meme que celle de boutoumou
jun 28 21:29:53 <Zic>	je n'ai rien contre les gays, ou les bisounours, ou encore les juifs, mais il paraît que, tout comme Gniarf, tu es les trois à la fois pikapika :/
jun 28 21:29:58 <Zic>	je suis terriblement déçu, une fois de plus
jun 28 21:30:29 <Zic>	moi qui croyait trouver des gens "qui ont réussi" sur ce canal
jun 28 21:31:05 <[NikO]>	Zic, ils ont immigré ?
jun 28 21:31:06 <Gniarf>	obvious troll is fail
jun 28 21:31:13 <Gniarf>	je veux pas dire, mais merde
jun 28 21:31:21 <Zic>	la merde, c'est le bien
jun 28 21:31:22 <pikapika>	fail humour has fail
jun 28 21:31:26 <Gniarf>	sortez vous les doigts du cul
jun 28 21:31:31 <Gniarf>	faites MIEUX
jun 28 21:31:33 <Zic>	mais c'est tellement bon :/
jun 28 21:31:47 <pikapika>	ils sont d'un ennui redoutable
jun 28 21:32:00 <[NikO]>	ctb
jun 28 21:32:08 <Gniarf>	ca évitera qu'on rajoute des bites sur les pages wikipedia de certains*
jun 28 21:32:09 <Zic>	pikapika: mais fais-nous rire :)
jun 28 21:32:11 <[NikO]>	ça ils comprennent non Zic ?
jun 28 21:32:30 <pikapika>	ya le troll foireux et sa pompom girl pathetique
jun 28 21:32:35 <pikapika>	un bien joli duo
jun 28 21:32:54 <Zic>	mais ta darooooooooooonnne
jun 28 21:33:53 <pikapika>	au moins la mienne n'a pas sa carte de l'ump
jun 28 21:37:19 <Zic>	classique…
jun 28 21:37:40 <Zic>	innove, parle du vieux FN, ou de ton pote Obama
jun 28 21:37:49 <pikapika>	tout ce temps pour ca
jun 28 21:37:53 <Zic>	mais fait pas chier :/
jun 28 21:37:56 <pikapika>	et oui bien sur tu n'aimes pas les noirs
jun 28 21:38:03 <Zic>	bah, faut bien que je me trifouille l'anus entre deux frappes non ?
jun 28 21:38:05 <pikapika>	tu serais pas un peu un NAZI ?
jun 28 21:38:16 <Zic>	[NikO]: je suis nazi, t'en penses quoi ?
jun 28 21:38:56 <[NikO]>	Zic, je te classerais dans les bizounours, mais bon, ils ont moins de categories eux
jun 28 21:39:07 <Zic>	ouais, pas terrible :/
jun 28 21:39:23 <[NikO]>	c'est nazi racaille ou juif, je crois
jun 28 21:39:27 <pikapika>	retour de la pompom girl pour soutenir le heros dans la deroute
jun 28 21:40:15 <[NikO]>	c'est marrant, mais, si pour toi etre une femme c'est degradant je comprends pas pourquoi tu aimes la position accroubi
jun 28 21:40:53 <pikapika>	accroubi ?
jun 28 21:41:15 <Zic>	accroupi sur une bite, c'était une contraction
jun 28 21:41:21 <[NikO]>	un cerveau normalement constitué est capable de gerer les fautes d'ortographe d'autrui
jun 28 21:41:26 <pikapika>	une contraction de neurones
jun 28 21:41:50 <Zic>	ou une contraction de l'anus de ta daronne, on ne saura jamais…
jun 28 21:41:52 <pikapika>	on est sur irc, mec, ya pas de cerveau normalement constitué
jun 28 21:42:06 <[NikO]>	pikapika, y a pas qu'un seul channel sur irc
jun 28 21:43:05 <pikapika>	ah oui ?
jun 28 21:45:46 *	gto (n=gto@ADijon-156-1-57-51.w90-39.abo.wanadoo.fr) a rejoint #debian-fr
jun 28 21:46:20 *	ChanServ donne l'état d'opérateur de canal à Gniarf
jun 28 21:46:26 *	Gniarf a expulsé gto de #debian-fr (non, pas toi)
jun 28 21:47:26 <pikapika>	quand on voit que quid traine sur boutoumou-fr et donne des conseils
jun 28 21:47:42 <Gniarf>	c'est ce qu'ils méritent
jun 28 21:47:54 <Gniarf>	mhhh
jun 28 21:47:56 <[NikO]>	amen
jun 28 21:48:04 <Gniarf>	en meme temps ca veut dire qu'il est plus chez les mandragores
jun 28 21:48:39 <pikapika>	c plus tendance
jun 28 21:48:45 <[NikO]>	ça existe encore ?
jun 28 21:49:48 <pikapika>	nul.
jun 28 21:56:44 *	Shisui (n=chris@AAmiens-152-1-43-212.w83-198.abo.wanadoo.fr) a rejoint #debian-fr
jun 28 21:57:06 *	Zic est parti ("GNU/Linux The dynamic duo")
jun 28 22:00:46 *	real-_-achlikov (n=j@41.224.253.239) a rejoint #debian-fr
jun 28 22:01:33 <Gniarf>	bizarre ce bureau http://img.4chan.org/b/src/1214678545317.jpg
jun 28 22:02:10 <MrYann>	C'est quoi ces photos là ??
jun 28 22:03:02 <Gniarf>	LOL OWNED
jun 28 22:03:34 <MrYann>	Chuis profondément choqué...
jun 28 22:04:04 <Gniarf>	pourtant c'est une petite
jun 28 22:05:33 <kolter>	LOOOL
jun 28 22:06:58 *	real-_-achlikov (n=j@41.224.253.239) a quitté #debian-fr
jun 28 22:10:11 <Gniarf>	-1
jun 28 22:19:08 *	ticapix (n=ticapix@79.82.218.36) a quitté #debian-fr ("Leaving")
jun 28 22:38:39 <pikapika>	-2
jun 28 22:38:48 <ptitlouis>	-3
jun 28 22:40:06 *	[NikO] (n=nicolas@unaffiliated/nik0) a quitté #debian-fr (requested by Gniarf: "-4")
jun 28 22:40:24 <pikapika>	:))
jun 28 22:40:31 <pikapika>	ya son pote aussi
jun 28 22:40:50 *	Guiwald_ (n=Guiwald@e180230007.adsl.alicedsl.de) a rejoint #debian-fr
jun 28 22:40:53 *	Guiwald est parti (Read error: 113 (No route to host))
jun 28 22:40:54 <Gniarf>	LEQUEL ?
jun 28 22:41:20 <pikapika>	ah non il est parti
jun 28 22:41:27 *	MrYann (n=mryann@ALyon-156-1-113-235.w86-216.abo.wanadoo.fr) a quitté #debian-fr (requested by Gniarf: "menage")
jun 28 22:41:50 <Gniarf>	en fait un petit clear user serait de bon aloi
